Tempo_s,Corrente_A,Tensao_V,Temperatura_C
0.0,0.77,4.109174975428624,40.0
1.0,0.77,4.152409400677031,40.00100917957249
2.0,0.77,4.152191302416677,40.00195628110379
3.0,0.77,4.151868550961472,40.002897185471134
4.0,0.77,4.151525133028981,40.00383666995535
5.0,0.77,4.151179300748039,40.004776420380765
6.0,0.77,4.150836829677849,40.00571714338108
7.0,0.77,4.150499952571983,40.00665918881681
8.0,0.77,4.150170015630775,40.007602804853164
9.0,0.77,4.1498462758785735,40.00854779541755
10.0,0.77,4.14952999123671,40.00949440483522
11.0,0.77,4.149220258895222,40.01044239924993
12.0,0.77,4.14891734731364,40.01139178685757
13.0,0.77,4.148621155638468,40.012342492337034
14.0,0.77,4.14833101810683,40.01329432947397
15.0,0.77,4.14804836501986,40.01424747835483
16.0,0.77,4.147769822801244,40.015201313851584
17.0,0.77,4.147499054368207,40.01615634203804
18.0,0.77,4.147232993255296,40.01711201648888
19.0,0.77,4.146971566367947,40.01806829833412
20.0,0.77,4.146716358385925,40.01902530910369
21.0,0.77,4.146466583381854,40.019982848936344
22.0,0.77,4.146220977489215,40.02094074257406
23.0,0.77,4.145979653131287,40.021898964038904
24.0,0.77,4.145744655869233,40.022857533158145
25.0,0.77,4.145513431598652,40.02381622935326
26.0,0.77,4.145285929379413,40.02477502233818
27.0,0.77,4.1450633440335265,40.02573386332308
28.0,0.77,4.144845282446399,40.026692643007415
29.0,0.77,4.144630626353172,40.02765132564854
30.0,0.77,4.144419383514682,40.02860988145692
31.0,0.77,4.144216051623407,40.0295678937324
32.0,0.77,4.144012794251328,40.03052590088793
33.0,0.77,4.143811287799029,40.03148372390589
34.0,0.77,4.143616883220261,40.032440800046835
35.0,0.77,4.143423079572264,40.03339778719434
36.0,0.77,4.14323578869064,40.03435380984892
37.0,0.77,4.143048497809015,40.03530983250351
38.0,0.77,4.142867687429691,40.03626463359572
39.0,0.77,4.142687069438327,40.03721939842317
40.0,0.77,4.142511745781426,40.0381729252513
41.0,0.77,4.142337299333712,40.03912624695745
42.0,0.77,4.142166864892992,40.040078432775104
43.0,0.77,4.141997806902208,40.04103022888913
44.0,0.77,4.141832705890674,40.04198069871096
45.0,0.77,4.141668344165109,40.042930920740424
46.0,0.77,4.141508067474225,40.04387955604319
47.0,0.77,4.141348203159657,40.04482802200809
48.0,0.77,4.141192182026114,40.045774767195084
49.0,0.77,4.141036662136002,40.04672125494435
50.0,0.77,4.140884309014549,40.04766611624693
51.0,0.77,4.1407327517467065,40.048610515301675
52.0,0.77,4.140583789900336,40.04955340688328
53.0,0.77,4.140435871102313,40.05049561716977
54.0,0.77,4.140290044348216,40.05143646098148
55.0,0.77,4.140145446018836,40.05237639255278
56.0,0.77,4.14000247125648,40.05331511844709
57.0,0.77,4.139860888175614,40.05425269025402
58.0,0.77,4.139720545437982,40.055189233474664
59.0,0.77,4.139581716826464,40.05612437143579
60.0,0.77,4.139443789835323,40.05705867260361
61.0,0.77,4.139307452976475,40.05799130986109
62.0,0.77,4.13917171988315,40.05892331533988
63.0,0.77,4.139037630027272,40.059853391982806
64.0,0.77,4.138903894009221,40.06078305329009
65.0,0.77,4.13877183121915,40.061710515679565
66.0,0.77,4.138639943167003,40.06263774324841
67.0,0.77,4.138509662279,40.063562589182915
68.0,0.77,4.1383795530008936,40.064487147193624
69.0,0.77,4.138250740186942,40.06540953002155
70.0,0.77,4.138122209017159,40.06633137657041
71.0,0.77,4.137994706671166,40.067251264134434
72.0,0.77,4.137867566389895,40.06817036159591
73.0,0.77,4.1377412210110025,40.06908772441063
74.0,0.77,4.137615291030331,40.07000403906144
75.0,0.77,4.137489956433451,40.070918851395255
76.0,0.77,4.137365252568034,40.0718316933592
77.0,0.77,4.137241157150257,40.072742634566694
78.0,0.77,4.13711706173248,40.07365357577418
79.0,0.77,4.136992966314704,40.074564516981674
80.0,0.77,4.136869695470511,40.07547197587849
81.0,0.77,4.1367467695947004,40.07637797791676
82.0,0.77,4.13662384371889,40.077283979955034
83.0,0.77,4.1365011435385695,40.078188509052644
84.0,0.77,4.136378939039826,40.079089803218345
85.0,0.77,4.136256734541083,40.079991097384045
86.0,0.77,4.136134530042339,40.08089239154974
87.0,0.77,4.136012733379482,40.081789314566585
88.0,0.77,4.1358909718457975,40.082685861072065
89.0,0.77,4.135769210312112,40.08358240757754
90.0,0.77,4.135647566795509,40.084476428836425
91.0,0.77,4.135526028557756,40.085368197412386
92.0,0.77,4.135404490320004,40.086259965988354
93.0,0.77,4.135282960962031,40.08715108017561
94.0,0.77,4.135161487848687,40.08803804945677
95.0,0.77,4.135040014735344,40.088925018737925
96.0,0.77,4.1349185416220005,40.089811988019086
97.0,0.77,4.1347970206613835,40.09069537540212
98.0,0.77,4.134675483252642,40.09157753146097
99.0,0.77,4.134553945843901,40.09245968751982
100.0,0.77,4.134432368174132,40.093340146352425
101.0,0.77,4.1343107163896295,40.09421748083674
102.0,0.77,4.134189064605126,40.095094815321055
103.0,0.77,4.134067412820623,40.09597214980538
104.0,0.77,4.133945633264399,40.09684508527632
105.0,0.77,4.133823848361398,40.097717836664714
106.0,0.77,4.133702063458396,40.09859058805311
107.0,0.77,4.133580205575296,40.09945940220539
108.0,0.77,4.133458340198428,40.100327812073026
109.0,0.77,4.13333647482156,40.101196221940654
110.0,0.77,4.133214581115929,40.10206092780824
111.0,0.77,4.133092682564277,40.1029250000559
112.0,0.77,4.132970784012624,40.103789072303556
113.0,0.77,4.132848951255528,40.104649675704316
114.0,0.77,4.132727134847518,40.105509417142024
115.0,0.77,4.132605318439509,40.10636915857973
116.0,0.77,4.132483627621922,40.10722566650326
117.0,0.77,4.132361979112274,40.108081085145315
118.0,0.77,4.1322403306026265,40.108936503787376
119.0,0.77,4.132118854700861,40.10978892443365
120.0,0.77,4.131997454526577,40.11064002978269
121.0,0.77,4.131876054352293,40.11149113513173
122.0,0.77,4.13175488299871,40.112339478132995
123.0,0.77,4.131633839184874,40.113186281460884
124.0,0.77,4.131512795371039,40.11403308478877
125.0,0.77,4.13139200602155,40.11487736131391
126.0,0.77,4.131271394125709,40.11571987574401
127.0,0.77,4.1311507822298665,40.116562390174124
128.0,0.77,4.131030476593052,40.117402612370824
129.0,0.77,4.130910435868506,40.11824085179905
130.0,0.77,4.1307903951439595,40.11907909122727
131.0,0.77,4.1306706568977845,40.119915272233065
132.0,0.77,4.1305512421117605,40.120749252031445
133.0,0.77,4.1304318273257365,40.12158323182983
134.0,0.77,4.130312715757896,40.12241547761627
